FlightDate,Reporting_Airline,FlightNum,TailNum,Origin,Dest,CRSDepHour,CRSDepMinute,CRSElapsedTime,Distance,DayOfWeek,Month,Season,DepDelayMinutes,ArrDelayMinutes,IsDelayed15,Cancelled,DelayCause
2023-08-11,WN,1072,N103B,ATL,ORD,13,45,147,1018,4,8,Summer,1.0,3.0,0.0,0,
2023-08-24,AA,685,N486D,CLT,ORD,14,30,188,1497,3,8,Summer,31.0,46.0,1.0,0,NAS
2023-12-18,B6,540,N787F,PHX,EWR,21,0,41,273,0,12,Winter,-5.0,-17.0,0.0,0,
2023-12-02,F9,5884,N842H,JFK,MCO,16,0,346,2530,5,12,Winter,31.0,12.0,0.0,0,
2023-07-03,WN,4851,N400E,JFK,BOS,17,15,285,2121,0,7,Summer,31.0,26.0,1.0,0,Carrier
2023-08-30,NK,3678,N179A,PHX,SEA,17,45,174,1337,2,8,Summer,-4.0,-6.0,0.0,0,
2023-10-31,UA,813,N654B,LAS,DFW,15,45,92,675,1,10,Fall,-2.0,-8.0,0.0,0,
2023-07-27,AS,3961,N867E,JFK,BOS,16,45,131,1032,3,7,Summer,0.0,-1.0,0.0,0,
2023-02-27,F9,4338,N123G,CLT,EWR,18,0,221,1668,0,2,Winter,-3.0,-14.0,0.0,0,
2023-09-28,WN,2318,N582H,DFW,LAX,15,15,119,1018,3,9,Fall,-3.0,1.0,0.0,0,
2023-05-29,NK,3348,N659E,PHX,LAX,16,45,75,559,0,5,Spring,-7.0,-3.0,0.0,0,
2023-03-05,AA,2279,N598H,EWR,MCO,18,15,148,1137,6,3,Spring,-2.0,-1.0,0.0,0,
2023-05-15,DL,2108,N660G,SFO,EWR,15,45,118,904,0,5,Spring,24.0,16.0,1.0,0,Weather
2023-11-04,WN,2059,N579E,LAX,SEA,19,30,116,772,5,11,Fall,93.0,97.0,1.0,0,NAS
2023-01-19,NK,1871,N246D,LAX,EWR,12,30,325,2442,3,1,Winter,47.0,41.0,1.0,0,NAS
2023-03-27,F9,3113,N843B,SEA,BOS,16,0,276,2050,0,3,Spring,-10.0,-11.0,0.0,0,
2023-06-23,F9,3591,N140A,BOS,JFK,15,45,165,1115,4,6,Summer,1.0,-8.0,0.0,0,
2023-02-07,AS,4547,N962A,LAX,ORD,17,45,363,2648,1,2,Winter,10.0,-8.0,0.0,0,
2023-05-21,UA,5090,N880H,ORD,DEN,13,15,85,654,6,5,Spring,-5.0,2.0,0.0,0,
2023-10-27,DL,3981,N862G,LAX,SEA,12,0,350,2625,4,10,Fall,24.0,13.0,0.0,0,
2023-07-18,UA,4118,N894E,LAS,SEA,13,15,102,777,1,7,Summer,18.0,11.0,0.0,0,
2023-02-04,NK,847,N614B,DFW,ORD,17,0,159,1122,5,2,Winter,10.0,9.0,0.0,0,
2023-05-11,DL,5257,N108F,DFW,BOS,19,45,90,678,3,5,Spring,-4.0,0.0,0.0,0,
2023-08-15,F9,3255,N660B,SEA,BOS,20,15,277,1974,1,8,Summer,60.0,63.0,1.0,0,LateAircraft
2023-05-24,NK,4495,N458E,LAX,SEA,15,15,348,2616,2,5,Spring,-4.0,0.0,0.0,0,
2023-05-24,WN,4583,N852H,CLT,LAX,18,30,256,1917,2,5,Spring,8.0,8.0,0.0,0,
2023-07-13,AA,2001,N891G,LAS,ORD,14,45,371,2745,3,7,Summer,2.0,5.0,0.0,0,
2023-12-24,NK,2144,N544E,JFK,ORD,16,30,216,1616,6,12,Winter,7.0,14.0,0.0,0,
2023-12-03,DL,5716,N610G,ATL,CLT,16,0,352,2733,6,12,Winter,114.0,109.0,1.0,0,Weather
2023-06-15,DL,368,N618B,EWR,MCO,16,15,309,2334,3,6,Summer,1.0,9.0,0.0,0,
2023-01-24,F9,1251,N727A,MCO,LAS,16,45,336,2626,1,1,Winter,19.0,19.0,1.0,0,Carrier
2023-08-03,B6,3916,N963C,SEA,ORD,20,0,270,2010,3,8,Summer,4.0,13.0,0.0,0,
2023-12-30,NK,1332,N503D,DFW,DEN,18,45,160,1253,5,12,Winter,-4.0,-10.0,0.0,0,
2023-11-09,NK,700,N562C,ORD,BOS,16,45,339,2475,3,11,Fall,-2.0,-5.0,0.0,0,
2023-08-24,F9,269,N199A,CLT,LAS,15,45,207,1562,3,8,Summer,2.0,-7.0,0.0,0,
2023-05-03,WN,1700,N113B,JFK,ATL,16,30,157,1229,2,5,Spring,71.0,64.0,1.0,0,Carrier
2023-02-25,AS,3378,N616A,EWR,MIA,18,15,72,579,5,2,Winter,-5.0,-9.0,0.0,0,
2023-03-27,WN,1873,N410C,JFK,SFO,17,45,210,1578,0,3,Spring,9.0,9.0,0.0,0,
2023-11-18,F9,2310,N548E,LAS,SEA,17,0,81,593,5,11,Fall,166.0,160.0,1.0,0,LateAircraft
2023-03-19,UA,1939,N763E,JFK,SEA,16,0,357,2662,6,3,Spring,-4.0,-9.0,0.0,0,
2023-04-02,AS,2035,N732A,SEA,ATL,18,15,193,1602,6,4,Spring,33.0,27.0,1.0,0,Weather
2023-11-29,AA,1544,N595A,ORD,BOS,17,30,341,2427,2,11,Fall,59.0,56.0,1.0,0,LateAircraft
2023-09-05,NK,2239,N177C,LAS,SEA,13,15,168,1226,1,9,Fall,-4.0,-5.0,0.0,0,
2023-04-12,NK,4035,N637A,SFO,MCO,18,0,79,662,2,4,Spring,-3.0,-1.0,0.0,0,
2023-12-03,AA,1421,N948F,ORD,SFO,17,30,175,1381,6,12,Winter,42.0,37.0,1.0,0,Weather
2023-03-14,WN,380,N251A,PHX,DEN,17,30,139,1032,1,3,Spring,36.0,27.0,1.0,0,NAS
2023-11-14,B6,3291,N896F,SFO,DEN,15,45,127,1055,1,11,Fall,-3.0,-15.0,0.0,0,
2023-08-20,AA,2143,N992B,BOS,ATL,16,0,196,1479,6,8,Summer,38.0,32.0,1.0,0,Carrier
2023-01-14,UA,5324,N323C,JFK,DFW,16,15,204,1527,5,1,Winter,22.0,19.0,1.0,0,Security
2023-07-13,WN,2611,N205C,ORD,ATL,14,30,267,2130,3,7,Summer,-5.0,-13.0,0.0,0,
2023-08-22,B6,5016,N238D,SEA,ATL,17,0,118,795,1,8,Summer,-0.0,3.0,0.0,0,
2023-07-07,NK,1050,N449G,SFO,ATL,16,0,253,1849,4,7,Summer,-4.0,-16.0,0.0,0,
2023-10-04,F9,5017,N145A,DFW,ATL,16,45,160,1146,2,10,Fall,27.0,32.0,1.0,0,LateAircraft
2023-01-30,AS,1302,N580F,LAS,JFK,16,30,49,405,0,1,Winter,-3.0,-2.0,0.0,0,
2023-01-25,AA,4340,N724C,MCO,ATL,14,0,150,1069,2,1,Winter,-6.0,-16.0,0.0,0,
2023-07-06,B6,397,N150D,CLT,MIA,17,30,109,763,3,7,Summer,74.0,76.0,1.0,0,Carrier
2023-08-19,DL,4168,N655H,MIA,JFK,18,15,163,1236,5,8,Summer,66.0,76.0,1.0,0,Carrier
2023-12-21,F9,537,N163F,ATL,LAX,18,0,87,688,3,12,Winter,65.0,60.0,1.0,0,NAS
2023-05-14,B6,929,N516H,SFO,PHX,20,30,239,1800,6,5,Spring,10.0,3.0,0.0,0,
2023-05-11,DL,1084,N977H,MCO,EWR,13,30,133,1012,3,5,Spring,-5.0,-5.0,0.0,0,
2023-04-22,UA,740,N148B,DEN,ORD,20,0,301,2122,5,4,Spring,-1.0,-10.0,0.0,0,
2023-05-09,AA,3237,N482A,LAX,BOS,15,30,146,1099,1,5,Spring,-6.0,-18.0,0.0,0,
2023-03-06,DL,2307,N653B,SEA,DEN,18,0,77,563,0,3,Spring,-9.0,-13.0,0.0,0,
2023-01-26,DL,2499,N189C,SFO,MCO,14,45,103,827,3,1,Winter,-10.0,-9.0,0.0,0,
2023-01-18,WN,397,N715C,ATL,MIA,17,45,129,1012,2,1,Winter,80.0,75.0,1.0,0,Weather
2023-05-14,AA,4188,N311H,ORD,ATL,15,0,53,516,6,5,Spring,-5.0,-21.0,0.0,0,
2023-07-22,AA,4236,N253H,ORD,EWR,19,15,102,917,5,7,Summer,-8.0,-11.0,0.0,0,
2023-09-11,DL,4816,N356C,CLT,DEN,18,15,159,1222,0,9,Fall,194.0,187.0,1.0,0,Carrier
2023-02-09,AS,4118,N742C,JFK,DFW,15,0,141,1113,3,2,Winter,1.0,-11.0,0.0,0,
2023-01-30,DL,2373,N936F,ORD,MCO,15,15,165,1296,0,1,Winter,157.0,160.0,1.0,0,NAS
2023-03-19,WN,4123,N323F,JFK,EWR,18,45,106,842,6,3,Spring,30.0,24.0,1.0,0,NAS
2023-11-26,DL,1601,N635G,LAS,CLT,12,0,89,825,6,11,Fall,71.0,69.0,1.0,0,Carrier
2023-09-06,F9,4023,N513D,MCO,EWR,15,30,166,1193,2,9,Fall,-1.0,-5.0,0.0,0,
2023-10-14,UA,2855,N678B,BOS,DEN,16,45,130,956,5,10,Fall,1.0,-13.0,0.0,0,
2023-06-13,WN,235,N674F,EWR,LAX,16,0,92,697,1,6,Summer,-4.0,-8.0,0.0,0,
2023-12-01,AS,594,N697C,ATL,ORD,17,30,59,392,4,12,Winter,91.0,94.0,1.0,0,Carrier
2023-02-17,WN,379,N975G,JFK,SFO,18,0,77,618,4,2,Winter,153.0,153.0,1.0,0,Weather
2023-03-19,DL,5912,N468C,MIA,ORD,16,0,103,962,6,3,Spring,56.0,40.0,1.0,0,Carrier
2023-04-21,B6,320,N840F,DEN,ORD,14,0,374,2762,4,4,Spring,-7.0,-6.0,0.0,0,
2023-12-09,F9,1460,N825F,EWR,JFK,19,45,285,2144,5,12,Winter,32.0,24.0,1.0,0,Weather
2023-09-30,DL,5869,N202C,JFK,SEA,19,0,77,574,5,9,Fall,115.0,109.0,1.0,0,NAS
2023-10-10,DL,583,N879B,LAX,ATL,15,15,207,1619,1,10,Fall,2.0,-8.0,0.0,0,
2023-12-30,DL,2793,N407G,ORD,JFK,15,0,227,1733,5,12,Winter,37.0,33.0,1.0,0,LateAircraft
2023-09-11,UA,3553,N666F,EWR,LAX,15,0,102,787,0,9,Fall,3.0,1.0,0.0,0,
2023-05-06,NK,725,N934A,BOS,PHX,20,15,277,2123,5,5,Spring,31.0,27.0,1.0,0,Carrier
2023-06-20,B6,862,N309A,JFK,SEA,18,30,306,2280,1,6,Summer,41.0,40.0,1.0,0,Security
2023-07-22,B6,3744,N872F,DEN,JFK,13,30,40,313,5,7,Summer,111.0,106.0,1.0,0,NAS
2023-05-09,WN,5534,N524C,SFO,DFW,15,15,330,2355,1,5,Spring,8.0,1.0,0.0,0,
2023-10-07,UA,3052,N347G,LAX,MIA,21,15,157,1096,5,10,Fall,33.0,32.0,1.0,0,NAS
2023-01-08,AA,1962,N747C,MCO,BOS,17,0,298,2232,6,1,Winter,,,,1,
2023-10-13,AA,1486,N745G,PHX,ORD,16,45,290,2246,4,10,Fall,-6.0,10.0,0.0,0,
2023-01-18,UA,5097,N720D,PHX,SEA,18,15,244,1825,2,1,Winter,156.0,143.0,1.0,0,Weather
2023-11-29,NK,3747,N776A,SEA,ORD,18,15,75,565,2,11,Fall,-6.0,-8.0,0.0,0,
2023-05-02,DL,5905,N272A,ATL,LAS,19,45,111,791,1,5,Spring,-1.0,-6.0,0.0,0,
2023-05-06,AA,458,N417B,ORD,DFW,16,30,234,1834,5,5,Spring,-4.0,-2.0,0.0,0,
2023-08-16,DL,1251,N837H,BOS,MCO,14,0,371,2719,2,8,Summer,-4.0,-1.0,0.0,0,
2023-03-24,UA,1814,N158H,SEA,EWR,17,15,158,1180,4,3,Spring,64.0,74.0,1.0,0,Carrier
2023-07-07,F9,3883,N399C,PHX,DEN,14,15,353,2688,4,7,Summer,20.0,8.0,0.0,0,
2023-06-03,DL,2971,N149F,BOS,LAS,14,45,163,1271,5,6,Summer,104.0,110.0,1.0,0,NAS
2023-05-04,F9,3205,N753E,CLT,LAX,17,45,137,999,3,5,Spring,143.0,141.0,1.0,0,NAS
2023-12-20,UA,3812,N254C,CLT,ATL,17,45,271,2086,2,12,Winter,32.0,19.0,1.0,0,Weather
2023-11-05,AS,5576,N436F,LAS,MCO,12,30,235,1853,6,11,Fall,-0.0,9.0,0.0,0,
2023-04-05,WN,4270,N431E,LAX,SEA,17,30,82,539,2,4,Spring,-0.0,-6.0,0.0,0,
2023-05-02,F9,2516,N774C,BOS,ATL,17,45,45,407,1,5,Spring,82.0,75.0,1.0,0,Weather
2023-12-28,AA,4782,N632B,DFW,CLT,17,30,46,400,3,12,Winter,-6.0,-4.0,0.0,0,
2023-03-12,DL,2721,N800H,DEN,DFW,14,15,75,602,6,3,Spring,-3.0,-5.0,0.0,0,
2023-04-14,NK,3740,N273E,JFK,ATL,16,0,299,2146,4,4,Spring,-11.0,-3.0,0.0,0,
2023-06-03,AS,2204,N116H,CLT,LAS,17,15,356,2694,5,6,Summer,-4.0,-11.0,0.0,0,
2023-09-01,WN,3679,N682F,MIA,LAX,16,0,188,1423,4,9,Fall,-6.0,-16.0,0.0,0,
2023-06-10,NK,1108,N902B,DFW,CLT,16,0,331,2461,5,6,Summer,131.0,134.0,1.0,0,Carrier
2023-06-10,AA,1496,N439B,PHX,JFK,18,30,306,2342,5,6,Summer,4.0,-5.0,0.0,0,
2023-06-29,F9,1869,N991G,SFO,JFK,17,30,212,1679,3,6,Summer,25.0,7.0,0.0,0,
2023-06-17,F9,5971,N168G,DFW,ATL,15,0,136,1049,5,6,Summer,-1.0,-10.0,0.0,0,
2023-02-23,UA,3667,N319C,JFK,DFW,16,0,234,1697,3,2,Winter,44.0,45.0,1.0,0,Weather
2023-08-27,UA,4960,N369H,CLT,DFW,17,30,219,1663,6,8,Summer,26.0,20.0,1.0,0,Carrier
2023-12-20,UA,1629,N437C,ATL,MIA,16,15,175,1398,2,12,Winter,73.0,89.0,1.0,0,NAS
2023-02-18,AA,2466,N419B,MCO,DFW,16,30,140,1086,5,2,Winter,6.0,-2.0,0.0,0,
2023-12-26,WN,914,N125C,LAS,PHX,16,15,356,2795,1,12,Winter,2.0,-5.0,0.0,0,
2023-05-14,UA,5161,N544G,SFO,SEA,17,45,97,713,6,5,Spring,61.0,68.0,1.0,0,LateAircraft
2023-10-16,B6,1633,N336B,ORD,MIA,14,15,118,892,0,10,Fall,-5.0,-7.0,0.0,0,
2023-05-13,WN,1457,N306C,DFW,MIA,15,15,363,2686,5,5,Spring,-2.0,11.0,0.0,0,
2023-05-26,UA,5059,N228A,LAS,DEN,14,15,193,1551,4,5,Spring,-4.0,-8.0,0.0,0,
2023-05-11,WN,4272,N308C,LAS,LAX,17,15,297,2284,3,5,Spring,2.0,-18.0,0.0,0,
2023-12-20,F9,4279,N541H,JFK,BOS,17,15,162,1276,2,12,Winter,-2.0,-10.0,0.0,0,
2023-05-02,UA,2900,N604G,BOS,ATL,11,45,240,1751,1,5,Spring,49.0,44.0,1.0,0,LateAircraft
2023-01-02,AA,5000,N793A,MIA,LAX,19,0,345,2554,0,1,Winter,-6.0,1.0,0.0,0,
2023-03-06,AS,3132,N464A,ATL,LAX,17,30,118,864,0,3,Spring,70.0,73.0,1.0,0,LateAircraft
2023-10-18,B6,3685,N651C,ORD,ATL,17,0,166,1221,2,10,Fall,-5.0,-13.0,0.0,0,
2023-11-20,DL,5473,N892F,SEA,MCO,11,45,168,1208,0,11,Fall,2.0,2.0,0.0,0,
2023-02-04,UA,786,N912A,ORD,LAS,18,15,237,1795,5,2,Winter,57.0,51.0,1.0,0,Weather
2023-11-24,AA,3058,N878D,PHX,JFK,19,30,325,2393,4,11,Fall,-5.0,-5.0,0.0,0,
2023-10-12,F9,5545,N341F,JFK,SFO,18,0,133,1034,3,10,Fall,-6.0,-7.0,0.0,0,
2023-11-30,WN,3939,N898E,MIA,DEN,15,0,317,2333,3,11,Fall,-10.0,-10.0,0.0,0,
2023-10-25,UA,1100,N711F,SEA,ATL,14,15,278,2034,2,10,Fall,-1.0,-5.0,0.0,0,
2023-04-23,DL,2440,N534G,JFK,SEA,15,15,352,2570,6,4,Spring,97.0,107.0,1.0,0,Weather
2023-04-04,NK,3813,N478A,JFK,ORD,16,45,182,1372,1,4,Spring,4.0,7.0,0.0,0,
2023-04-24,B6,313,N163C,LAX,EWR,15,15,364,2680,0,4,Spring,5.0,17.0,1.0,0,Weather
2023-01-07,NK,1393,N826E,PHX,ORD,17,15,204,1548,5,1,Winter,-4.0,-5.0,0.0,0,
2023-01-22,DL,1239,N864D,SFO,JFK,20,15,115,929,6,1,Winter,16.0,13.0,0.0,0,
2023-02-26,B6,1628,N829C,MCO,MIA,16,45,84,672,6,2,Winter,22.0,15.0,1.0,0,NAS
2023-06-22,F9,2581,N443A,CLT,JFK,18,15,218,1643,3,6,Summer,108.0,114.0,1.0,0,Carrier
2023-07-01,DL,248,N771F,PHX,BOS,17,0,332,2516,5,7,Summer,104.0,113.0,1.0,0,NAS
2023-01-02,WN,4569,N591C,DEN,SFO,17,30,272,2098,0,1,Winter,4.0,-3.0,0.0,0,
2023-11-09,B6,4186,N674E,DEN,SEA,18,0,354,2639,3,11,Fall,3.0,2.0,0.0,0,
2023-04-28,UA,4021,N541B,MCO,PHX,18,45,317,2470,4,4,Spring,39.0,33.0,1.0,0,NAS
2023-03-25,AS,2056,N557H,CLT,ORD,22,0,131,947,5,3,Spring,-6.0,-5.0,0.0,0,
2023-11-27,AS,4111,N872H,BOS,SFO,17,0,274,2014,0,11,Fall,90.0,82.0,1.0,0,Carrier
2023-10-17,WN,5294,N604G,PHX,ATL,14,45,282,2118,1,10,Fall,-1.0,14.0,0.0,0,
2023-02-13,WN,101,N882G,MCO,SEA,17,15,270,2120,0,2,Winter,77.0,67.0,1.0,0,NAS
2023-03-10,F9,770,N515E,SFO,ATL,17,0,195,1540,4,3,Spring,30.0,32.0,1.0,0,NAS
2023-02-22,AS,663,N494D,SFO,SEA,16,30,215,1664,2,2,Winter,42.0,50.0,1.0,0,Weather
2023-12-16,AA,3880,N188F,BOS,LAS,19,45,281,2146,5,12,Winter,31.0,35.0,1.0,0,LateAircraft
2023-10-16,WN,2453,N531G,DEN,MIA,17,30,281,2108,0,10,Fall,-3.0,-4.0,0.0,0,
2023-11-28,UA,1758,N398F,ORD,DFW,17,30,337,2559,1,11,Fall,132.0,105.0,1.0,0,LateAircraft
2023-11-21,AS,2901,N609A,MIA,PHX,14,15,110,766,1,11,Fall,4.0,14.0,0.0,0,
2023-05-09,NK,2776,N426B,BOS,MCO,14,0,182,1309,1,5,Spring,52.0,58.0,1.0,0,Carrier
2023-06-12,B6,5906,N764E,EWR,CLT,15,30,127,954,0,6,Summer,-2.0,-13.0,0.0,0,
2023-09-08,DL,885,N933E,JFK,BOS,17,30,133,1023,4,9,Fall,-3.0,0.0,0.0,0,
2023-01-25,DL,3456,N208C,DFW,EWR,16,0,38,364,2,1,Winter,-2.0,6.0,0.0,0,
2023-05-12,AA,131,N644C,MIA,BOS,19,30,338,2559,4,5,Spring,1.0,3.0,0.0,0,
2023-11-25,F9,3935,N609E,EWR,MCO,16,45,206,1425,5,11,Fall,-2.0,-5.0,0.0,0,
2023-04-28,F9,4745,N696A,ORD,LAS,14,15,345,2623,4,4,Spring,28.0,26.0,1.0,0,Weather
2023-08-24,DL,1181,N104D,SFO,ATL,15,15,115,849,3,8,Summer,-4.0,10.0,0.0,0,
2023-04-25,AA,3595,N187F,ATL,CLT,17,45,351,2706,1,4,Spring,2.0,-8.0,0.0,0,
2023-05-05,AA,5092,N150G,CLT,SEA,18,45,150,1137,4,5,Spring,7.0,14.0,0.0,0,
2023-07-14,WN,3549,N670A,LAS,DEN,15,0,356,2693,4,7,Summer,75.0,69.0,1.0,0,NAS
2023-04-04,WN,1767,N961D,SEA,CLT,15,45,190,1316,1,4,Spring,-8.0,-17.0,0.0,0,
2023-07-31,WN,121,N184C,EWR,JFK,20,30,119,830,0,7,Summer,65.0,57.0,1.0,0,Carrier
2023-05-07,AA,4616,N356C,CLT,MCO,17,15,102,837,6,5,Spring,40.0,32.0,1.0,0,NAS
2023-05-18,B6,4679,N429E,CLT,SFO,15,0,348,2563,3,5,Spring,-1.0,-4.0,0.0,0,
2023-05-28,DL,2553,N792G,CLT,ATL,21,45,366,2731,6,5,Spring,3.0,-4.0,0.0,0,
2023-10-23,F9,109,N792B,DFW,SFO,17,45,187,1410,0,10,Fall,46.0,36.0,1.0,0,Weather
2023-03-16,F9,5309,N295H,MIA,DEN,16,15,48,331,3,3,Spring,45.0,40.0,1.0,0,Carrier
2023-01-15,DL,5939,N745H,MIA,SEA,17,30,63,582,6,1,Winter,2.0,2.0,0.0,0,
2023-06-05,F9,2963,N571G,DFW,JFK,17,30,25,211,0,6,Summer,98.0,98.0,1.0,0,Carrier
2023-12-30,B6,5800,N131D,SEA,MIA,19,0,95,702,5,12,Winter,-1.0,-4.0,0.0,0,
2023-02-04,WN,4142,N717A,JFK,LAX,21,30,90,585,5,2,Winter,-7.0,-1.0,0.0,0,
2023-01-07,F9,2807,N384D,LAX,ATL,19,15,209,1615,5,1,Winter,70.0,60.0,1.0,0,Carrier
2023-07-01,DL,1737,N120B,MIA,BOS,21,15,83,630,5,7,Summer,62.0,57.0,1.0,0,Weather
2023-06-19,F9,609,N543F,DEN,SEA,16,45,236,1758,0,6,Summer,-8.0,-22.0,0.0,0,
2023-10-21,DL,345,N278F,DFW,BOS,16,30,366,2764,5,10,Fall,-7.0,0.0,0.0,0,
2023-07-30,UA,487,N188C,DFW,EWR,17,30,337,2550,6,7,Summer,91.0,87.0,1.0,0,NAS
2023-11-16,WN,1675,N726A,DEN,SEA,19,30,233,1670,3,11,Fall,-0.0,-4.0,0.0,0,
2023-02-26,F9,2141,N570H,MCO,LAX,13,15,186,1354,6,2,Winter,67.0,75.0,1.0,0,NAS
2023-12-30,DL,4285,N163H,LAX,LAS,19,30,152,1188,5,12,Winter,,,,1,
2023-05-04,B6,3274,N752F,DEN,MIA,18,0,312,2488,3,5,Spring,122.0,123.0,1.0,0,Carrier
2023-07-13,AA,2253,N348D,DFW,SFO,17,15,36,236,3,7,Summer,-8.0,-18.0,0.0,0,
2023-03-24,B6,3007,N810A,MCO,DEN,14,45,296,2091,4,3,Spring,-7.0,-11.0,0.0,0,
2023-07-20,AA,3324,N873F,LAS,PHX,15,45,178,1304,3,7,Summer,-2.0,-10.0,0.0,0,
2023-09-09,WN,4213,N372H,DFW,PHX,17,45,303,2370,5,9,Fall,-7.0,-6.0,0.0,0,
2023-12-03,B6,3696,N552D,SFO,DFW,18,30,250,1989,6,12,Winter,-8.0,-7.0,0.0,0,
2023-01-02,UA,5997,N439H,DEN,ORD,14,45,178,1339,0,1,Winter,-9.0,-5.0,0.0,0,
2023-09-27,AS,1078,N109E,LAX,PHX,18,30,356,2653,2,9,Fall,91.0,92.0,1.0,0,Carrier
2023-08-29,DL,1136,N104F,JFK,LAS,15,15,156,1099,1,8,Summer,3.0,-7.0,0.0,0,
2023-05-26,AS,3273,N581F,DFW,LAX,17,30,215,1587,4,5,Spring,,,,1,
2023-11-22,AS,5507,N429A,LAS,LAX,12,15,150,1008,2,11,Fall,-4.0,-21.0,0.0,0,
2023-03-17,F9,3311,N237B,ORD,LAX,15,0,249,1880,4,3,Spring,-1.0,-5.0,0.0,0,
2023-08-18,UA,1180,N330C,ORD,SFO,17,0,266,2123,4,8,Summer,55.0,54.0,1.0,0,Carrier
2023-11-30,B6,1381,N451A,MCO,ATL,20,45,222,1625,3,11,Fall,-7.0,-7.0,0.0,0,
2023-09-26,F9,4116,N265C,PHX,DEN,17,15,275,2066,1,9,Fall,4.0,15.0,1.0,0,Weather
2023-03-14,F9,707,N823G,DFW,MIA,18,0,345,2582,1,3,Spring,5.0,9.0,0.0,0,
2023-04-16,AS,2414,N205D,ATL,CLT,17,15,191,1429,6,4,Spring,-1.0,-3.0,0.0,0,
2023-08-12,AA,5375,N594B,MCO,SEA,13,0,248,1879,5,8,Summer,-9.0,-17.0,0.0,0,
2023-01-10,AS,4798,N747C,MCO,JFK,18,15,350,2636,1,1,Winter,-1.0,-17.0,0.0,0,
2023-10-10,UA,4974,N301F,JFK,MIA,15,0,151,1193,1,10,Fall,-0.0,2.0,0.0,0,
2023-09-27,UA,4486,N260F,LAX,SFO,18,30,251,1741,2,9,Fall,-4.0,7.0,0.0,0,
2023-09-22,AS,1666,N107B,DFW,LAX,17,15,104,846,4,9,Fall,-2.0,-9.0,0.0,0,
2023-05-17,AA,2077,N916B,ATL,SFO,17,0,351,2588,2,5,Spring,3.0,-9.0,0.0,0,
2023-08-06,AS,3526,N697A,LAS,MCO,11,0,252,1876,6,8,Summer,-4.0,-11.0,0.0,0,
2023-08-12,DL,2919,N171H,LAS,LAX,18,30,114,885,5,8,Summer,2.0,11.0,0.0,0,
2023-12-27,WN,5822,N591D,ORD,CLT,21,30,244,1727,2,12,Winter,62.0,54.0,1.0,0,Weather
2023-10-18,NK,4888,N390H,JFK,DFW,16,0,211,1543,2,10,Fall,0.0,-14.0,0.0,0,
2023-06-03,B6,2653,N348B,DFW,DEN,17,30,215,1657,5,6,Summer,22.0,15.0,1.0,0,Carrier
2023-06-18,WN,1828,N953C,SEA,LAX,19,30,364,2672,6,6,Summer,58.0,54.0,1.0,0,NAS
2023-04-16,UA,955,N385A,LAS,SFO,16,45,196,1520,6,4,Spring,-1.0,1.0,0.0,0,
2023-05-01,DL,3820,N357C,ORD,MCO,15,0,129,1031,0,5,Spring,57.0,56.0,1.0,0,Weather
2023-03-08,UA,588,N793F,ORD,MIA,14,45,202,1517,2,3,Spring,3.0,-1.0,0.0,0,
2023-10-13,B6,4587,N104H,SEA,CLT,18,15,198,1442,4,10,Fall,-16.0,-16.0,0.0,0,
2023-10-12,AS,4185,N879H,ORD,DEN,15,45,348,2619,3,10,Fall,-3.0,-7.0,0.0,0,
2023-03-25,AS,3909,N924H,CLT,PHX,16,15,57,376,5,3,Spring,5.0,-5.0,0.0,0,
2023-11-20,F9,3821,N903G,MIA,PHX,16,15,82,588,0,11,Fall,-4.0,-14.0,0.0,0,
2023-01-14,AS,327,N197B,CLT,SFO,14,15,146,1116,5,1,Winter,16.0,25.0,1.0,0,Carrier
2023-06-29,B6,225,N673F,CLT,JFK,17,15,34,343,3,6,Summer,112.0,104.0,1.0,0,LateAircraft
2023-02-08,DL,2894,N118B,CLT,PHX,19,0,69,411,2,2,Winter,91.0,85.0,1.0,0,NAS
2023-10-04,B6,468,N436E,ATL,DFW,16,15,63,549,2,10,Fall,-2.0,2.0,0.0,0,
2023-11-23,AA,2301,N339F,MCO,PHX,17,45,310,2384,3,11,Fall,61.0,47.0,1.0,0,NAS
2023-01-06,F9,5755,N252D,ORD,LAS,15,45,72,525,4,1,Winter,62.0,51.0,1.0,0,NAS
2023-07-02,B6,2606,N884F,ORD,SEA,16,0,174,1287,6,7,Summer,22.0,22.0,1.0,0,Weather
2023-02-09,AS,5725,N377H,LAX,ORD,19,45,176,1369,3,2,Winter,-8.0,10.0,0.0,0,
2023-07-17,NK,4182,N565A,SEA,PHX,15,0,56,480,0,7,Summer,-4.0,-9.0,0.0,0,
2023-06-02,UA,5666,N774A,ORD,BOS,18,45,179,1452,4,6,Summer,27.0,21.0,1.0,0,Weather
2023-09-09,F9,5638,N942H,DFW,EWR,18,30,135,1000,5,9,Fall,3.0,2.0,0.0,0,
2023-08-17,F9,3489,N446C,DEN,LAX,18,0,159,1155,3,8,Summer,21.0,10.0,0.0,0,
2023-03-30,DL,4436,N956C,SFO,SEA,20,45,174,1292,3,3,Spring,87.0,84.0,1.0,0,NAS
2023-01-22,F9,3967,N342C,DEN,SEA,15,30,145,1165,6,1,Winter,,,,1,
2023-11-08,B6,1731,N661G,ORD,CLT,19,0,99,663,2,11,Fall,46.0,42.0,1.0,0,LateAircraft
